73152231,1.159.239.145
73113211,130.95.254.67
75271364,58.178.219.34
73152231,1.159.239.145
75114917,180.150.81.170
75056422,60.241.66.23
71278970,218.215.214.239
74597297,106.68.231.231
74597297,106.68.231.231
73340333,106.68.214.213
74691723,120.16.189.64
73585410,220.245.38.144
72523352,125.63.25.175
72523352,125.63.25.175
74557736,121.200.42.73
73534778,61.245.136.51
73534778,61.245.136.51
73534778,61.245.136.51
74657353,120.16.156.149
74611559,130.95.254.171
66952323,58.7.209.53
74703360,58.169.79.193
74419897,125.63.25.45
75128177,147.69.121.39
72814311,101.175.176.55
72814311,101.175.176.55
74697149,203.217.78.141
73276450,1.159.163.63
71965129,124.189.135.222
74845062,106.68.9.8
72848446,60.241.82.99
73509516,157.211.97.15
74419897,125.63.29.201
72619242,1.146.188.208
73447046,120.16.210.169
73417050,114.198.114.109
73417050,114.198.114.109
74887119,49.194.69.148
75078128,101.175.176.254
75078128,101.175.176.254
74889041,49.192.42.146
73115889,49.196.203.82
74373666,125.63.29.87
74968574,106.69.187.234
73075267,125.63.29.68
73539017,194.223.92.25
74510687,218.214.106.227
75221950,1.146.141.30
75221950,1.146.141.30
74622138,159.196.132.150
74588838,120.16.81.222
74796960,106.69.8.104
73501572,58.169.31.89
74687377,125.63.25.253
74750294,203.132.91.88
75239088,220.233.44.11
75239088,220.233.44.11
74588084,110.146.164.143
75080584,58.175.89.130
70718125,101.185.225.58
74805671,106.68.183.231
75215660,130.95.254.218
72642437,49.255.165.82
73735797,80.249.1.179
74499605,130.95.40.103
74948553,124.188.223.215
69023508,110.142.189.235
73532071,58.169.63.183
73532071,58.169.63.183
74324557,130.95.254.244
74573191,115.70.28.206
74708208,125.63.29.203
74487994,130.95.40.98
75265872,147.69.131.143
75151909,120.149.2.18
75151909,120.149.2.18
75136206,130.95.254.234
74795723,130.95.254.166
74795723,130.95.254.166
74795723,130.95.254.166
74725378,101.118.143.34
74989348,101.175.174.141
74755431,14.201.146.80
74755431,14.201.146.80
72142087,134.7.244.195
72142087,134.7.244.195
72892770,130.95.254.66
75118311,116.206.185.138
74597297,60.241.63.163
74889097,1.159.138.249
74889097,1.159.138.249
74170901,49.194.144.93
74244367,110.175.64.85
74244367,110.175.64.85
74339211,101.118.205.4
73371743,14.200.220.86
74867252,130.95.40.98
74917031,130.95.40.98
73451530,130.95.254.117
72768153,120.16.175.38
72768153,120.16.175.38
74541678,58.175.70.73
75017454,194.223.95.196
75017454,194.223.95.196
74283426,123.208.216.50
74283426,123.208.216.50
75365266,203.219.72.135
75365266,203.219.72.135
74687406,130.95.254.33
72520338,49.192.129.208
72520338,49.192.129.208
74679710,103.94.51.1
73289920,203.59.181.82
73289920,203.59.181.82
72627468,130.95.40.100
72627468,130.95.40.100
74637166,130.95.254.50
74637166,130.95.254.50
73202205,202.171.182.204
72524257,106.68.241.41
72524257,106.68.241.41
72524257,106.68.241.41
74493668,123.208.238.23
74317712,58.173.51.206
74691918,121.200.36.195
75380237,130.95.254.199
75380237,130.95.254.199
74563636,60.242.90.190
74563636,60.242.90.190
74563636,60.242.90.190
73492890,66.115.147.73
72643674,130.95.254.124
75084223,149.167.162.98
74253533,106.69.56.155
74253533,106.69.56.155
74537009,130.95.254.128
75274099,101.185.135.52
75274099,101.185.135.52
75274099,101.185.135.52
72113607,49.255.81.154
72113607,49.255.81.154
72851859,123.208.145.59
75061094,130.95.40.102
74674629,130.95.254.135
75395177,130.95.254.80
74674629,130.95.254.135
75395177,130.95.254.80
74701639,130.95.40.100
74494450,130.95.254.202
74498506,61.68.199.111
74498506,61.68.199.111
74498506,61.68.199.111
74790897,101.189.3.222
65500981,203.217.76.2
74923066,139.216.226.10
74923066,139.216.226.10
74660424,194.223.186.89
74660424,194.223.186.89
73771273,106.69.180.153
74641703,101.185.161.161
74574849,49.255.1.192
74574849,49.255.1.192
74576008,1.159.239.137
73214338,118.209.199.114
73214338,118.209.199.114
75091546,157.211.98.103
73351355,106.68.189.25
73488861,49.194.158.186
74440460,106.69.174.52
74673904,130.95.254.176
74673904,130.95.254.176
74750378,103.94.51.1
74485984,110.22.150.141
71315881,1.146.147.195
74395825,130.95.254.137
75239339,124.171.246.218
74390930,58.160.92.106
74390930,58.160.92.106
74858058,130.95.108.251
74858058,130.95.108.251
74858058,130.95.108.251
74858058,130.95.108.251
72157015,118.102.70.220
74858058,130.95.154.173
74858058,130.95.108.251
73225472,202.94.72.254
73225472,202.94.72.254
73225472,202.94.72.254
74711398,106.68.240.177
75268544,159.196.132.133
74375227,130.95.254.180
74375227,130.95.254.180
75118311,120.16.190.125
71004029,134.7.244.182
71004029,134.7.244.182
74711398,106.68.240.177
74694738,130.95.254.160
74694738,130.95.254.160
74694738,130.95.254.160
74694738,130.95.254.160
75202545,130.105.160.59
75361963,124.188.200.210
73395484,120.149.104.92
73395484,120.149.104.92
74552182,125.63.29.203
74528986,130.95.254.117
74642262,3.25.151.22
74642262,3.25.151.22
75166491,220.235.33.94
