ip,country,city,latitude,longitude,flag
130.95.254.47,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.47,AU,Claremont,-31.980291,115.7839988,domestic
125.63.29.49,AU,Perth,-31.9558933,115.8605855,domestic
49.196.169.138,AU,Joondalup,-31.77955,115.76474475668536,domestic
49.196.169.138,AU,Joondalup,-31.77955,115.76474475668536,domestic
49.192.22.225,AU,Perth,-31.9558933,115.8605855,domestic
101.189.31.34,AU,Perth,-31.9558933,115.8605855,domestic
101.189.31.34,AU,Perth,-31.9558933,115.8605855,domestic
101.185.203.81,AU,Perth,-31.9558933,115.8605855,domestic
49.196.200.189,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.43,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.43,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.43,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.43,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.75,AU,Claremont,-31.980291,115.7839988,domestic
60.225.2.241,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.101,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.8,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.8,AU,Claremont,-31.980291,115.7839988,domestic
124.189.183.162,AU,Claremont,-31.980291,115.7839988,domestic
49.194.78.165,AU,Perth,-31.9558933,115.8605855,domestic
49.183.67.88,AU,Beaumont,-34.9499756,138.6593163,domestic
130.95.254.80,AU,Claremont,-31.980291,115.7839988,domestic
180.150.81.235,AU,Leinster,-27.9141349,120.6977266,domestic
180.150.81.235,AU,Leinster,-27.9141349,120.6977266,domestic
159.196.133.234,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
159.196.133.234,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
203.217.65.182,AU,Trigg,-31.875679,115.755874,domestic
203.217.65.182,AU,Trigg,-31.875679,115.755874,domestic
27.33.59.209,AU,Perth,-31.9558933,115.8605855,domestic
110.146.146.208,AU,Perth,-31.9558933,115.8605855,domestic
134.7.244.28,AU,Bentley,-32.0084461,115.9065455,domestic
134.7.244.28,AU,Bentley,-32.0084461,115.9065455,domestic
134.7.244.28,AU,Bentley,-32.0084461,115.9065455,domestic
49.192.209.162,AU,Burswood,-31.9602196,115.8962701,domestic
49.192.209.162,AU,Burswood,-31.9602196,115.8962701,domestic
101.185.154.155,AU,Perth,-31.9558933,115.8605855,domestic
58.175.90.20,AU,Perth,-31.9558933,115.8605855,domestic
58.175.90.20,AU,Perth,-31.9558933,115.8605855,domestic
58.175.90.20,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.232,AU,Claremont,-31.980291,115.7839988,domestic
1.126.104.231,AU,Perth,-31.9558933,115.8605855,domestic
101.189.34.186,AU,Perth,-31.9558933,115.8605855,domestic
49.192.120.40,AU,Perth,-31.9558933,115.8605855,domestic
130.95.238.146,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.238.146,AU,Crawley,-31.9746305,115.8175988,domestic
1.159.146.183,AU,Perth,-31.9558933,115.8605855,domestic
120.149.3.137,AU,Perth,-31.9558933,115.8605855,domestic
120.149.3.137,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.72,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.199,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.199,AU,Claremont,-31.980291,115.7839988,domestic
58.169.12.83,AU,Perth,-31.9558933,115.8605855,domestic
58.169.12.83,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.233,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.233,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.194,AU,Claremont,-31.980291,115.7839988,domestic
120.149.54.173,AU,Perth,-31.9558933,115.8605855,domestic
106.69.43.100,AU,North Dandalup,-32.5172772,115.9671541,domestic
106.69.43.100,AU,North Dandalup,-32.5172772,115.9671541,domestic
120.16.58.27,AU,Perth,-31.9558933,115.8605855,domestic
122.148.254.38,AU,Perth,-31.9558933,115.8605855,domestic
49.194.218.154,AU,Heathridge,-31.7585,115.7606,domestic
130.95.254.216,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.120,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.216,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.198,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.19,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.19,AU,Claremont,-31.980291,115.7839988,domestic
121.200.42.221,AU,Mullaloo,-31.7778558,115.7467741,domestic
49.196.224.101,AU,Joondalup,-31.77955,115.76474475668536,domestic
130.95.254.137,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.198,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.198,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
218.214.106.227,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.226,AU,Perth,-31.9558933,115.8605855,domestic
101.175.156.107,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.72,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.72,AU,Claremont,-31.980291,115.7839988,domestic
124.187.149.12,AU,Perth,-31.9558933,115.8605855,domestic
124.187.149.12,AU,Perth,-31.9558933,115.8605855,domestic
220.235.84.102,AU,Burswood,-31.9602196,115.8962701,domestic
220.235.84.102,AU,Burswood,-31.9602196,115.8962701,domestic
125.63.25.45,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.45,AU,Claremont,-31.980291,115.7839988,domestic
203.59.178.191,AU,Iluka,-31.7362652,115.7312093,domestic
203.59.178.191,AU,Iluka,-31.7362652,115.7312093,domestic
49.196.182.14,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.212,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.212,AU,Perth,-31.9558933,115.8605855,domestic
49.196.182.14,AU,Perth,-31.9558933,115.8605855,domestic
58.169.51.190,AU,Perth,-31.9558933,115.8605855,domestic
203.219.234.206,AU,Bentley,-32.0084461,115.9065455,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
49.185.75.195,AU,Melbourne,-37.8142454,144.9631732,domestic
106.68.210.72,AU, Cockburn,-32.057553,115.54271118760474,domestic
106.68.210.72,AU, Cockburn,-32.057553,115.54271118760474,domestic
130.95.254.212,AU,Claremont,-31.980291,115.7839988,domestic
60.225.12.13,AU,Perth,-31.9558933,115.8605855,domestic
139.218.125.54,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.60,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.60,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.102,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.102,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.57,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.28,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.57,AU,Claremont,-31.980291,115.7839988,domestic
185.255.130.80,US,Dallas,32.7762719,-96.7968559,international
125.63.29.197,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.161,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.161,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.161,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.161,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.161,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.234,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.234,AU,Claremont,-31.980291,115.7839988,domestic
220.240.140.46,AU,Melbourne,-37.8142454,144.9631732,domestic
220.240.140.46,AU,Melbourne,-37.8142454,144.9631732,domestic
61.69.143.199,AU,Melbourne,-37.8142454,144.9631732,domestic
61.69.143.199,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.254.147,AU,Claremont,-31.980291,115.7839988,domestic
149.167.161.119,AU,Perth,-31.9558933,115.8605855,domestic
130.95.188.149,AU,Crawley,-31.9746305,115.8175988,domestic
180.150.82.15,AU, Cockburn,-32.057553,115.54271118760474,domestic
27.96.195.160,AU,Margaret River,-33.9531776,115.0769369,domestic
27.96.195.160,AU,Margaret River,-33.9531776,115.0769369,domestic
220.244.185.68,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.254.85,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.85,AU,Claremont,-31.980291,115.7839988,domestic
220.244.185.68,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.254.99,AU,Claremont,-31.980291,115.7839988,domestic
14.202.196.224,AU,Melbourne,-37.8142454,144.9631732,domestic
60.228.181.108,AU,Sydney,-33.8698439,151.2082848,domestic
60.228.181.108,AU,Sydney,-33.8698439,151.2082848,domestic
211.26.35.239,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
211.26.35.239,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
211.26.35.239,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
125.63.29.55,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.158,AU,Claremont,-31.980291,115.7839988,domestic
125.63.29.55,AU,Perth,-31.9558933,115.8605855,domestic
49.192.105.165,AU,Perth,-31.9558933,115.8605855,domestic
49.192.105.165,AU,Perth,-31.9558933,115.8605855,domestic
220.240.140.124,AU,Melbourne,-37.8142454,144.9631732,domestic
14.202.241.146,AU,Melbourne,-37.8142454,144.9631732,domestic
14.202.241.146,AU,Melbourne,-37.8142454,144.9631732,domestic
120.16.119.45,AU,Bentley,-32.0084461,115.9065455,domestic
130.95.254.212,AU,Claremont,-31.980291,115.7839988,domestic
49.194.226.122,AU,Perth,-31.9558933,115.8605855,domestic
58.160.90.64,AU,Perth,-31.9558933,115.8605855,domestic
58.160.90.64,AU,Perth,-31.9558933,115.8605855,domestic
1.146.181.77,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.43,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.98,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.117,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.98,AU,Crawley,-31.9746305,115.8175988,domestic
60.225.14.87,AU,Perth,-31.9558933,115.8605855,domestic
60.225.14.87,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.102,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.102,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.19,AU,Claremont,-31.980291,115.7839988,domestic
203.59.41.11,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.71,AU,Claremont,-31.980291,115.7839988,domestic
115.64.205.135,AU,Perth,-31.9558933,115.8605855,domestic
115.64.205.135,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.36,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.216,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.36,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.98,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.149,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.98,AU,Crawley,-31.9746305,115.8175988,domestic
61.68.196.108,AU,Melbourne,-37.8142454,144.9631732,domestic
115.70.254.194,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.158,AU,Perth,-31.9558933,115.8605855,domestic
1.146.169.81,AU,Perth,-31.9558933,115.8605855,domestic
101.118.226.167,AU,North Sydney,-33.8354519,151.2083011,domestic
130.95.254.146,AU,Claremont,-31.980291,115.7839988,domestic
101.187.152.73,AU,Perth,-31.9558933,115.8605855,domestic
120.16.229.50,AU,Joondalup,-31.77955,115.76474475668536,domestic
110.146.164.176,AU,Perth,-31.9558933,115.8605855,domestic
159.196.133.232,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
106.69.9.104,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.237,AU,Claremont,-31.980291,115.7839988,domestic
49.194.116.55,AU,Perth,-31.9558933,115.8605855,domestic
220.244.209.124,AU,Perth,-31.9558933,115.8605855,domestic
180.150.83.31,AU,Leinster,-27.9141349,120.6977266,domestic
180.150.83.31,AU,Leinster,-27.9141349,120.6977266,domestic
49.194.40.230,AU,Perth,-31.9558933,115.8605855,domestic
121.44.72.139,AU,Perth,-31.9558933,115.8605855,domestic
147.69.122.24,AU,Perth,-31.9558933,115.8605855,domestic
1.127.107.214,AU,Bedfordale,-32.179239,116.0652304,domestic
159.196.133.232,AU,East Fremantle,-32.035363000000004,115.76878040412583,domestic
1.159.223.159,AU,Perth,-31.9558933,115.8605855,domestic
106.69.178.151,AU,Burswood,-31.9602196,115.8962701,domestic
49.194.40.230,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.161,AU,Claremont,-31.980291,115.7839988,domestic
1.159.173.73,AU,Perth,-31.9558933,115.8605855,domestic
1.159.173.73,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.172,AU,Claremont,-31.980291,115.7839988,domestic
106.69.44.123,AU,North Dandalup,-32.5172772,115.9671541,domestic
101.189.4.187,AU,Perth,-31.9558933,115.8605855,domestic
101.189.4.187,AU,Perth,-31.9558933,115.8605855,domestic
110.141.231.204,AU,Joondalup,-31.77955,115.76474475668536,domestic
86.48.13.112,JP,Shibuya,35.6645956,139.6987107,international
124.170.42.21,AU,Perth,-31.9558933,115.8605855,domestic
124.170.42.21,AU,Perth,-31.9558933,115.8605855,domestic
139.218.126.60,AU,Perth,-31.9558933,115.8605855,domestic
110.174.59.166,AU,Melbourne,-37.8142454,144.9631732,domestic
101.185.172.232,AU,Perth,-31.9558933,115.8605855,domestic
180.150.80.26,AU,Leinster,-27.9141349,120.6977266,domestic
130.95.254.72,AU,Claremont,-31.980291,115.7839988,domestic
60.225.68.48,AU,Perth,-31.9558933,115.8605855,domestic
60.225.68.48,AU,Perth,-31.9558933,115.8605855,domestic
101.118.194.108,AU,Bentley,-32.0084461,115.9065455,domestic
49.192.130.21,AU,Perth,-31.9558933,115.8605855,domestic
49.194.190.26,AU,Perth,-31.9558933,115.8605855,domestic
49.194.190.26,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.191,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.14,AU,Claremont,-31.980291,115.7839988,domestic
125.63.29.207,AU,Perth,-31.9558933,115.8605855,domestic
58.84.158.12,AU,Gladesville,-33.8275,151.1263889,domestic
61.68.124.160,AU,Perth,-31.9558933,115.8605855,domestic
61.68.124.160,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.173,AU,Claremont,-31.980291,115.7839988,domestic
125.63.29.47,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.47,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.165,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.165,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.103,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.183,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.183,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.183,AU,Claremont,-31.980291,115.7839988,domestic
147.69.9.39,AU,Perth,-31.9558933,115.8605855,domestic
147.69.9.39,AU,Perth,-31.9558933,115.8605855,domestic
1.146.240.111,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.70,AU,Perth,-31.9558933,115.8605855,domestic
58.169.33.195,AU,Perth,-31.9558933,115.8605855,domestic
58.169.33.195,AU,Perth,-31.9558933,115.8605855,domestic
60.240.225.117,AU,Melbourne,-37.8142454,144.9631732,domestic
121.44.223.37,AU,Dunsborough,-33.614656,115.1065921,domestic
121.44.223.37,AU,Dunsborough,-33.614656,115.1065921,domestic
130.95.254.162,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.162,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.153,AU,Claremont,-31.980291,115.7839988,domestic
124.170.59.22,AU,Perth,-31.9558933,115.8605855,domestic
124.170.59.22,AU,Perth,-31.9558933,115.8605855,domestic
159.196.132.237,AU,Leinster,-27.9141349,120.6977266,domestic
159.196.132.237,AU,Leinster,-27.9141349,120.6977266,domestic
60.225.76.111,AU,Perth,-31.9558933,115.8605855,domestic
60.225.76.111,AU,Perth,-31.9558933,115.8605855,domestic
172.198.95.240,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.228,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.228,AU,Claremont,-31.980291,115.7839988,domestic
101.189.101.208,AU,Perth,-31.9558933,115.8605855,domestic
120.16.0.159,AU,Perth,-31.9558933,115.8605855,domestic
120.16.0.159,AU,Perth,-31.9558933,115.8605855,domestic
110.22.108.140,AU,Perth,-31.9558933,115.8605855,domestic
110.22.108.140,AU,Perth,-31.9558933,115.8605855,domestic
101.118.162.121,AU,North Sydney,-33.8354519,151.2083011,domestic
115.64.157.77,AU,Melbourne,-37.8142454,144.9631732,domestic
115.64.157.77,AU,Melbourne,-37.8142454,144.9631732,domestic
106.69.58.102,AU,Perth,-31.9558933,115.8605855,domestic
106.69.58.102,AU,Perth,-31.9558933,115.8605855,domestic
52.63.10.107,AU,Sydney,-33.8698439,151.2082848,domestic
52.63.10.107,AU,Sydney,-33.8698439,151.2082848,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.239,AU,Claremont,-31.980291,115.7839988,domestic
110.22.116.58,AU,Perth,-31.9558933,115.8605855,domestic
110.22.116.58,AU,Perth,-31.9558933,115.8605855,domestic
110.22.116.58,AU,Perth,-31.9558933,115.8605855,domestic
110.22.116.58,AU,Perth,-31.9558933,115.8605855,domestic
147.69.1.196,AU,Perth,-31.9558933,115.8605855,domestic
147.69.1.196,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.128,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.9,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.9,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.9,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.64,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.64,AU,Claremont,-31.980291,115.7839988,domestic
101.189.19.108,AU,Perth,-31.9558933,115.8605855,domestic
101.189.19.108,AU,Perth,-31.9558933,115.8605855,domestic
1.159.188.119,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.41,AU,Claremont,-31.980291,115.7839988,domestic
163.47.57.142,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.41,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.214,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.188,AU,Claremont,-31.980291,115.7839988,domestic
120.16.46.157,AU,Perth,-31.9558933,115.8605855,domestic
49.194.74.142,AU,Bennett Springs,-31.8580515,115.9422606,domestic
49.194.74.142,AU,Bennett Springs,-31.8580515,115.9422606,domestic
49.194.74.142,AU,Bennett Springs,-31.8580515,115.9422606,domestic
103.106.88.49,AU,Claremont,-31.980291,115.7839988,domestic
1.159.183.204,AU,Perth,-31.9558933,115.8605855,domestic
101.175.166.171,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.144,AU,Claremont,-31.980291,115.7839988,domestic
180.150.80.48,AU,Leinster,-27.9141349,120.6977266,domestic
180.150.80.48,AU,Leinster,-27.9141349,120.6977266,domestic
103.210.27.56,AU,Ipswich,-27.6160323,152.7608348,domestic
49.196.68.92,AU, Cockburn,-32.057553,115.54271118760474,domestic
49.196.68.92,AU, Cockburn,-32.057553,115.54271118760474,domestic
106.68.233.8,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.210,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.210,AU,Claremont,-31.980291,115.7839988,domestic
1.159.227.64,AU,Perth,-31.9558933,115.8605855,domestic
1.159.227.64,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.60,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.60,AU,Claremont,-31.980291,115.7839988,domestic
203.217.65.170,AU,Trigg,-31.875679,115.755874,domestic
130.95.40.72,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.190,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.190,AU,Claremont,-31.980291,115.7839988,domestic
120.16.33.167,AU,Perth,-31.9558933,115.8605855,domestic
1.159.188.235,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.145,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.72,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.72,AU,Crawley,-31.9746305,115.8175988,domestic
58.169.83.79,AU,Perth,-31.9558933,115.8605855,domestic
58.169.83.79,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.243,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.243,AU,Claremont,-31.980291,115.7839988,domestic
159.196.82.132,AU,Leinster,-27.9141349,120.6977266,domestic
103.94.51.1,AU,Leinster,-27.9141349,120.6977266,domestic
103.94.51.1,AU,Leinster,-27.9141349,120.6977266,domestic
130.95.254.235,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.235,AU,Claremont,-31.980291,115.7839988,domestic
147.69.80.86,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.73,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.159,AU,Claremont,-31.980291,115.7839988,domestic
58.175.69.130,AU,Perth,-31.9558933,115.8605855,domestic
58.175.69.130,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.228,AU,Claremont,-31.980291,115.7839988,domestic
49.192.161.202,AU,Perth,-31.9558933,115.8605855,domestic
49.192.161.202,AU,Perth,-31.9558933,115.8605855,domestic
180.150.81.191,AU,Leinster,-27.9141349,120.6977266,domestic
1.159.201.117,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.131,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.131,AU,Claremont,-31.980291,115.7839988,domestic
123.243.174.102,AU,Trigg,-31.875679,115.755874,domestic
180.150.80.202,AU,Leinster,-27.9141349,120.6977266,domestic
130.95.254.107,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.107,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.107,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.107,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.85,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.69,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.69,AU,Claremont,-31.980291,115.7839988,domestic
49.194.105.245,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.98,AU,Crawley,-31.9746305,115.8175988,domestic
49.194.105.245,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
101.189.18.12,AU,Perth,-31.9558933,115.8605855,domestic
101.189.18.12,AU,Perth,-31.9558933,115.8605855,domestic
60.240.21.196,AU,Perth,-31.9558933,115.8605855,domestic
60.240.21.196,AU,Perth,-31.9558933,115.8605855,domestic
203.206.118.5,AU,Bedfordale,-32.179239,116.0652304,domestic
130.95.254.238,AU,Claremont,-31.980291,115.7839988,domestic
110.22.85.218,AU,Perth,-31.9558933,115.8605855,domestic
203.219.212.39,AU,Perth,-31.9558933,115.8605855,domestic
110.22.85.218,AU,Perth,-31.9558933,115.8605855,domestic
203.219.212.39,AU,Perth,-31.9558933,115.8605855,domestic
1.126.111.216,AU,Belmont,-31.9462298,115.9336781,domestic
1.126.111.216,AU,Belmont,-31.9462298,115.9336781,domestic
203.213.61.72,AU,Perth,-31.9558933,115.8605855,domestic
203.213.61.72,AU,Perth,-31.9558933,115.8605855,domestic
220.244.160.201,AU,Perth,-31.9558933,115.8605855,domestic
27.96.192.163,AU,Leinster,-27.9141349,120.6977266,domestic
27.96.192.163,AU,Leinster,-27.9141349,120.6977266,domestic
13.210.242.103,AU,Sydney,-33.8698439,151.2082848,domestic
13.210.242.103,AU,Sydney,-33.8698439,151.2082848,domestic
13.210.242.103,AU,Sydney,-33.8698439,151.2082848,domestic
125.63.29.74,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.74,AU,Perth,-31.9558933,115.8605855,domestic
220.235.115.109,AU,Perth,-31.9558933,115.8605855,domestic
220.235.115.109,AU,Perth,-31.9558933,115.8605855,domestic
165.225.226.167,AU,Port Melbourne,-37.8333613,144.9219203,domestic
165.225.226.167,AU,Port Melbourne,-37.8333613,144.9219203,domestic
130.95.254.88,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.88,AU,Claremont,-31.980291,115.7839988,domestic
106.68.55.45,AU,Melbourne,-37.8142454,144.9631732,domestic
106.68.55.45,AU,Melbourne,-37.8142454,144.9631732,domestic
106.68.55.45,AU,Melbourne,-37.8142454,144.9631732,domestic
106.69.228.165,AU,Perth,-31.9558933,115.8605855,domestic
124.189.135.71,AU,Perth,-31.9558933,115.8605855,domestic
124.189.135.71,AU,Perth,-31.9558933,115.8605855,domestic
110.142.189.71,AU,Southport,-27.9687807,153.4066696,domestic
110.142.189.71,AU,Southport,-27.9687807,153.4066696,domestic
130.95.254.239,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.239,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.107,AU,Claremont,-31.980291,115.7839988,domestic
49.255.51.131,AU,Bentley,-32.0084461,115.9065455,domestic
125.63.25.64,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.64,AU,Claremont,-31.980291,115.7839988,domestic
14.203.176.248,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.227,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.128,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.118,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.118,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.142,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.148,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.111,AU,Claremont,-31.980291,115.7839988,domestic
13.55.238.214,AU,Sydney,-33.8698439,151.2082848,domestic
1.146.182.150,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.165,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.165,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.165,AU,Claremont,-31.980291,115.7839988,domestic
101.118.233.216,AU,North Sydney,-33.8354519,151.2083011,domestic
130.95.254.58,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.58,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.110,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.110,AU,Claremont,-31.980291,115.7839988,domestic
149.167.161.24,AU,Perth,-31.9558933,115.8605855,domestic
149.167.161.24,AU,Perth,-31.9558933,115.8605855,domestic
149.167.161.24,AU,Perth,-31.9558933,115.8605855,domestic
14.203.176.248,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.85,AU,Perth,-31.9558933,115.8605855,domestic
